price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd
670000,16/8/16,Mount Pritchard,2,4,1,689,House,9955,24128,3.094,-33.90435,150.90114,46,1.52,159.3,28.89
1545000,17/8/16,Windsor Downs,3,6,6,4617,House,1179,43212,7.576,-33.65859,150.80821,31,1.52,159.3,43.7
905000,17/8/16,Avoca Beach,2,3,1,670,House,4584,39728,4.442,-33.46746,151.42812,0,1.52,159.3,48.53
860000,17/8/16,Lidcombe,3,4,2,230,Townhouse,19627,27248,6.805,-33.86491,151.04789,28,1.52,159.3,14.99
750000,17/8/16,Woodcroft,2,4,1,453,House,6440,40768,1.693,-33.75523,150.88065,38,1.52,159.3,32.83
635000,17/8/16,Avoca Beach,1,3,0,1075,House,4584,39728,4.442,-33.46746,151.42812,0,1.52,159.3,48.53
615000,17/8/16,Kariong,2,4,0,557,House,6385,36556,25.793,-33.45559,151.27311,189,1.52,159.3,45.8
585000,17/8/16,Lethbridge Park,2,5,1,575,House,4752,24596,1.624,-33.73806,150.80064,45,1.52,159.3,40.43
655000,18/8/16,Prestons,1,3,1,450,House,15313,36244,9.215,-33.94155,150.87334,28,1.52,159.3,32.26
1475000,19/8/16,Church Point,2,4,2,1204,House,997,54132,0.721,-33.65154,151.28137,73,1.52,159.3,24.6
1365000,19/8/16,Haberfield,1,3,1,404,House,6457,41652,2.383,-33.87968,151.1391,21,1.52,159.3,6.75
835000,19/8/16,Georges Hall,1,3,1,556,House,9038,29640,3.323,-33.90761,150.98902,23,1.52,159.3,20.97
825000,19/8/16,Kariong,2,4,2,596,House,6385,36556,25.793,-33.45559,151.27311,189,1.52,159.3,45.8
788000,19/8/16,Prestons,2,4,2,463,House,15313,36244,9.215,-33.94155,150.87334,28,1.52,159.3,32.26
727000,19/8/16,Rozelle,1,1,1,67,Apartment / Unit / Flat,8725,75764,1.834,-33.86465,151.17428,17,1.52,159.3,3.3
646000,19/8/16,Rooty Hill,1,3,3,556,House,14704,33176,6.808,-33.77213,150.845,43,1.52,159.3,35.32
585000,19/8/16,Chipping Norton,2,3,1,158,Townhouse,9001,35880,7.133,-33.91492,150.95681,9,1.52,159.3,24.05
510000,19/8/16,Chipping Norton,1,2,1,104,Apartment / Unit / Flat,9001,35880,7.133,-33.91492,150.95681,9,1.52,159.3,24.05
3720000,20/8/16,Woollahra,4,4,1,114,House,7405,71500,1.231,-33.88581,151.24417,45,1.52,159.3,3.91
2337000,20/8/16,Collaroy Plateau,3,4,4,414,House,4767,45500,1.22,-33.73128,151.28955,96,1.52,159.3,16.58
1175000,20/8/16,Collaroy Plateau,2,3,1,474,House,4767,45500,1.22,-33.73128,151.28955,96,1.52,159.3,16.58
927000,20/8/16,Cecil Hills,2,4,2,629,House,7018,34944,6.218,-33.88752,150.84426,63,1.52,159.3,33.92
730000,20/8/16,Prestons,2,4,2,488,House,15313,36244,9.215,-33.94155,150.87334,28,1.52,159.3,32.26
627500,20/8/16,Prestons,2,3,2,334,House,15313,36244,9.215,-33.94155,150.87334,28,1.52,159.3,32.26
600000,20/8/16,Edensor Park,1,3,2,550,House,9772,25376,3.096,-33.87884,150.87759,56,1.52,159.3,30.78
2620000,22/8/16,Wentworthville,2,4,4,575,Apartment / Unit / Flat,11318,34320,3.101,-33.80641,150.96973,26,1.52,159.3,23.17
1100000,22/8/16,Fairfield Heights,1,3,1,769,House,7517,20696,1.474,-33.86713,150.94148,34,1.52,159.3,24.84
998000,22/8/16,Chipping Norton,2,5,2,849,House,9001,35880,7.133,-33.91492,150.95681,9,1.52,159.3,24.05
940000,22/8/16,Berowra,1,3,1,700,House,4721,44200,8.297,-33.62806,151.15004,194,1.52,159.3,26.88
870000,22/8/16,Marsden Park,2,4,2,390,House,1008,32500,23.354,-33.69979,150.81845,36,1.52,159.3,40.63
690000,22/8/16,Chiswick,1,1,1,85,Apartment / Unit / Flat,2926,65676,0.514,-33.84987,151.13772,15,1.52,159.3,6.89
575000,22/8/16,Avoca Beach,2,3,1,696,Duplex,4584,39728,4.442,-33.46746,151.42812,0,1.52,159.3,48.53
1630000,23/8/16,Lidcombe,3,5,4,600,House,19627,27248,6.805,-33.86491,151.04789,28,1.52,159.3,14.99
880000,23/8/16,Lidcombe,2,3,1,288,House,19627,27248,6.805,-33.86491,151.04789,28,1.52,159.3,14.99
699000,23/8/16,South Penrith,1,3,2,645,House,11790,37024,5.06,-33.7734,150.69863,50,1.52,159.3,48.41
1131000,24/8/16,Wentworthville,3,4,2,420,Duplex,11318,34320,3.101,-33.80641,150.96973,26,1.52,159.3,23.17
645500,24/8/16,South Penrith,1,3,1,556,House,11790,37024,5.06,-33.7734,150.69863,50,1.52,159.3,48.41
430000,24/8/16,Long Jetty,1,2,1,165,Villa,6390,28288,2.539,-33.35917,151.48543,10,1.52,159.3,61.67
2160000,25/8/16,Taren Point,4,4,5,1057,House,1734,36296,1.359,-34.01833,151.12465,8,1.52,159.3,18.73
1550000,25/8/16,Narraweena,3,5,1,556,House,6608,34008,1.776,-33.75,151.27239,83,1.52,159.3,14.02
1480000,25/8/16,Rozelle,2,2,0,108,House,8725,75764,1.834,-33.86465,151.17428,17,1.52,159.3,3.3
1280000,25/8/16,Lurnea,1,3,1,1296,House,9311,22724,2.504,-33.93623,150.89729,34,1.52,159.3,29.97
560000,25/8/16,Mount Annan,1,3,0,557,House,11703,43680,10.226,-34.06403,150.76318,115,1.52,159.3,46.81
1226000,26/8/16,Avoca Beach,2,5,2,1220,House,4584,39728,4.442,-33.46746,151.42812,0,1.52,159.3,48.53
930000,26/8/16,Chipping Norton,2,4,2,670,House,9001,35880,7.133,-33.91492,150.95681,9,1.52,159.3,24.05
825000,26/8/16,Lilyfield,0,0,0,271,Vacant land,7616,58916,2.159,-33.87113,151.16107,37,1.52,159.3,4.57
670000,26/8/16,Rooty Hill,3,3,2,733,House,14704,33176,6.808,-33.77213,150.845,43,1.52,159.3,35.32
650000,26/8/16,Woongarrah,2,4,2,802,House,5226,35256,5.323,-33.24015,151.47632,43,1.52,159.3,73.6
2051000,27/8/16,Sans Souci,3,4,2,545,House,10304,37336,3.065,-33.99452,151.13524,3,1.52,159.3,15.92
1515000,27/8/16,Como,2,4,3,530,House,3977,49296,1.598,-34.00258,151.0648,42,1.52,159.3,20.31
1150000,27/8/16,Peakhurst,2,3,2,562,House,10539,31876,3.707,-33.96181,151.05799,48,1.52,159.3,17.67
1130000,27/8/16,Como,1,3,2,550,House,3977,49296,1.598,-34.00258,151.0648,42,1.52,159.3,20.31
690500,27/8/16,Doonside,1,4,2,565,House,13451,27612,5.958,-33.76242,150.87007,44,1.52,159.3,33.46
2000000,28/8/16,Ramsgate Beach,3,4,2,900,House,1660,39624,0.403,-33.98256,151.14633,6,1.52,159.3,14.29
1050000,28/8/16,Erina Heights,3,4,5,8508,House,421,35308,1.525,-33.42718,151.40825,34,1.52,159.3,51.95
672500,28/8/16,Kariong,1,3,2,611,House,6385,36556,25.793,-33.45559,151.27311,189,1.52,159.3,45.8
2200000,29/8/16,Point Frederick,2,4,2,753,House,1927,36868,0.596,-33.44184,151.34373,8,1.52,159.3,48.56
1700000,29/8/16,Lilyfield,2,3,1,183,House,7616,58916,2.159,-33.87113,151.16107,37,1.52,159.3,4.57
1100000,29/8/16,Colebee,3,4,2,621,House,1931,56368,3.476,-33.72449,150.85843,38,1.52,159.3,36.09
1030000,29/8/16,Lidcombe,2,4,3,410,Semi-Detached,19627,27248,6.805,-33.86491,151.04789,28,1.52,159.3,14.99
720000,29/8/16,Glen Alpine,3,4,2,860,House,4559,41912,5.362,-34.08767,150.7719,121,1.52,159.3,47.41
685000,29/8/16,South Penrith,3,5,3,689,House,11790,37024,5.06,-33.7734,150.69863,50,1.52,159.3,48.41
585100,29/8/16,Kariong,1,3,0,663,House,6385,36556,25.793,-33.45559,151.27311,189,1.52,159.3,45.8
426420,29/8/16,Lethbridge Park,1,3,0,588,House,4752,24596,1.624,-33.73806,150.80064,45,1.52,159.3,40.43
1950000,30/8/16,Rozelle,1,1,0,246,House,8725,75764,1.834,-33.86465,151.17428,17,1.52,159.3,3.3
752500,30/8/16,Long Jetty,2,2,2,689,House,6390,28288,2.539,-33.35917,151.48543,10,1.52,159.3,61.67
605000,30/8/16,Colebee,0,0,0,443,Vacant land,1931,56368,3.476,-33.72449,150.85843,38,1.52,159.3,36.09
560000,30/8/16,Long Jetty,1,2,1,581,House,6390,28288,2.539,-33.35917,151.48543,10,1.52,159.3,61.67
470000,30/8/16,Colebee,0,0,0,368,Vacant land,1931,56368,3.476,-33.72449,150.85843,38,1.52,159.3,36.09
1200000,31/8/16,St Peters,1,2,0,228,House,3145,58968,1.73,-33.91594,151.17672,0,1.52,159.3,6.42
850000,31/8/16,Ettalong Beach,2,4,0,708,House,4793,25792,1.777,-33.51595,151.33432,6,1.52,159.3,40.41
822000,31/8/16,Avoca Beach,3,4,2,550,House,4584,39728,4.442,-33.46746,151.42812,0,1.52,159.3,48.53
770000,31/8/16,Mount Annan,2,4,2,623,House,11703,43680,10.226,-34.06403,150.76318,115,1.52,159.3,46.81
465000,31/8/16,Niagara Park,2,3,1,750,House,2743,33384,4.78,-33.37876,151.34724,120,1.52,159.3,55.43
3300000,13/9/16,Whale Beach,3,4,4,917,House,253,63128,0.497,-33.6134,151.33282,1,1.5,167.6,30.16
1640000,13/9/16,Collaroy Plateau,2,4,2,423,House,4767,45500,1.22,-33.73128,151.28955,96,1.5,167.6,16.58
1400000,13/9/16,Rozelle,1,2,0,117,Terrace,8725,75764,1.834,-33.86465,151.17428,17,1.5,167.6,3.3
810000,13/9/16,Wentworthville,1,3,1,392,House,11318,34320,3.101,-33.80641,150.96973,26,1.5,167.6,23.17
699000,13/9/16,Colebee,0,0,0,814,Vacant land,1931,56368,3.476,-33.72449,150.85843,38,1.5,167.6,36.09
690000,13/9/16,Long Jetty,2,4,2,765,House,6390,28288,2.539,-33.35917,151.48543,10,1.5,167.6,61.67
1230000,14/9/16,Lidcombe,1,3,3,487,House,19627,27248,6.805,-33.86491,151.04789,28,1.5,167.6,14.99
1176000,14/9/16,Cecil Hills,3,5,2,615,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92
810000,14/9/16,Mount Annan,2,4,2,969,House,11703,43680,10.226,-34.06403,150.76318,115,1.5,167.6,46.81
705000,14/9/16,Hamlyn Terrace,3,6,2,518,House,6069,29952,5.215,-33.25323,151.47277,17,1.5,167.6,72.13
490000,14/9/16,Kariong,1,3,1,323,Semi-Detached,6385,36556,25.793,-33.45559,151.27311,189,1.5,167.6,45.8
426000,14/9/16,Lakemba,1,2,2,90,Apartment / Unit / Flat,17023,22204,2.187,-33.91825,151.07547,33,1.5,167.6,13.76
2610000,15/9/16,Freshwater,3,4,2,404,House,8866,57044,1.782,-33.77603,151.28481,18,1.5,167.6,12.07
1300000,15/9/16,Hardys Bay,1,3,0,1043,House,227,35828,0.606,-33.52699,151.35541,44,1.5,167.6,39.86
655000,15/9/16,Long Jetty,1,2,1,601,House,6390,28288,2.539,-33.35917,151.48543,10,1.5,167.6,61.67
6000000,16/9/16,Freshwater,6,12,6,862,Block of Units,8866,57044,1.782,-33.77603,151.28481,18,1.5,167.6,12.07
2010000,16/9/16,Hunters Hill,1,3,1,644,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95
1060000,16/9/16,Oxley Park,1,3,1,1075,House,3112,33020,1.271,-33.77068,150.79565,41,1.5,167.6,39.76
902000,16/9/16,Lidcombe,1,3,1,370,House,19627,27248,6.805,-33.86491,151.04789,28,1.5,167.6,14.99
2450000,17/9/16,Earlwood,2,5,4,651,House,17741,35412,5.609,-33.92492,151.13127,33,1.5,167.6,9.84
2065000,17/9/16,Freshwater,1,3,1,573,House,8866,57044,1.782,-33.77603,151.28481,18,1.5,167.6,12.07
1830000,17/9/16,Haberfield,1,3,3,461,House,6457,41652,2.383,-33.87968,151.1391,21,1.5,167.6,6.75
1510000,17/9/16,Marsfield,2,4,2,575,House,13297,32448,3.863,-33.77752,151.10509,87,1.5,167.6,13.73
1300000,17/9/16,Earlwood,1,3,1,457,House,17741,35412,5.609,-33.92492,151.13127,33,1.5,167.6,9.84
1294000,17/9/16,Wentworthville,1,3,3,873,House,11318,34320,3.101,-33.80641,150.96973,26,1.5,167.6,23.17
1150000,17/9/16,Earlwood,3,3,0,329,House,17741,35412,5.609,-33.92492,151.13127,33,1.5,167.6,9.84
865000,17/9/16,Georges Hall,2,3,2,556,House,9038,29640,3.323,-33.90761,150.98902,23,1.5,167.6,20.97
560000,17/9/16,Niagara Park,1,3,1,563,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43
565000,18/9/16,Colebee,0,0,0,520,Vacant land,1931,56368,3.476,-33.72449,150.85843,38,1.5,167.6,36.09
640000,19/9/16,Long Jetty,2,3,2,359,Villa,6390,28288,2.539,-33.35917,151.48543,10,1.5,167.6,61.67
1950000,20/9/16,Clontarf,2,4,2,626,House,1737,59280,0.86,-33.80794,151.25683,72,1.5,167.6,7.69
1800000,20/9/16,Lidcombe,3,5,4,524,House,19627,27248,6.805,-33.86491,151.04789,28,1.5,167.6,14.99
860000,20/9/16,Glen Alpine,3,5,2,822,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41
735000,20/9/16,Blaxland,2,4,2,668,Duplex,7451,40716,9.715,-33.74507,150.61818,237,1.5,167.6,56.39
678000,20/9/16,Glen Alpine,1,3,1,503,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41
610000,20/9/16,Woongarrah,2,3,2,603,House,5226,35256,5.323,-33.24015,151.47632,43,1.5,167.6,73.6
450000,20/9/16,Niagara Park,1,3,1,355,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43
1150000,21/9/16,Lewisham,1,2,0,183,House,3164,48204,0.642,-33.8953,151.14668,25,1.5,167.6,6.74
1005500,21/9/16,Milperra,2,4,2,695,House,3952,36244,5.371,-33.94109,150.98349,15,1.5,167.6,22.57
432000,21/9/16,Lethbridge Park,1,3,1,682,House,4752,24596,1.624,-33.73806,150.80064,45,1.5,167.6,40.43
5500000,22/9/16,Woollahra,3,2,0,272,House,7405,71500,1.231,-33.88581,151.24417,45,1.5,167.6,3.91
1990000,22/9/16,Greenhills Beach,3,5,3,566,House,792,59592,0.539,-34.03624,151.1585,6,1.5,167.6,19.56
772000,22/9/16,Glen Alpine,2,4,2,1085,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41
1450000,23/9/16,Lidcombe,1,3,3,625,House,19627,27248,6.805,-33.86491,151.04789,28,1.5,167.6,14.99
1175000,23/9/16,Long Jetty,4,6,2,601,House,6390,28288,2.539,-33.35917,151.48543,10,1.5,167.6,61.67
715000,23/9/16,Georges Hall,2,3,2,230,Townhouse,9038,29640,3.323,-33.90761,150.98902,23,1.5,167.6,20.97
443000,23/9/16,Marsden Park,0,0,0,345,Vacant land,1008,32500,23.354,-33.69979,150.81845,36,1.5,167.6,40.63
2600000,24/9/16,Hunters Hill,1,4,1,689,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95
2500000,24/9/16,Ramsgate Beach,3,5,2,922,House,1660,39624,0.403,-33.98256,151.14633,6,1.5,167.6,14.29
2427500,24/9/16,Killara,2,5,1,1200,House,10574,49452,4.632,-33.76899,151.15799,116,1.5,167.6,11.7
1920000,24/9/16,Freshwater,2,3,2,665,House,8866,57044,1.782,-33.77603,151.28481,18,1.5,167.6,12.07
1910000,24/9/16,Roseville Chase,1,3,4,809,House,1616,52728,1.265,-33.77471,151.20025,64,1.5,167.6,10.07
1338000,24/9/16,Narraweena,2,4,2,897,House,6608,34008,1.776,-33.75,151.27239,83,1.5,167.6,14.02
1250000,24/9/16,Glen Alpine,5,5,3,694,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41
1250000,24/9/16,Fairlight,1,2,1,78,Apartment / Unit / Flat,5840,65000,1.168,-33.79412,151.27428,38,1.5,167.6,9.88
1172500,24/9/16,Narrabeen,1,2,1,109,Apartment / Unit / Flat,8207,48932,2.197,-33.71505,151.29588,0,1.5,167.6,18.45
1108000,24/9/16,Colebee,4,6,2,456,House,1931,56368,3.476,-33.72449,150.85843,38,1.5,167.6,36.09
1600000,25/9/16,Sans Souci,2,3,4,569,House,10304,37336,3.065,-33.99452,151.13524,3,1.5,167.6,15.92
872000,26/9/16,Wentworthville,1,3,1,790,House,11318,34320,3.101,-33.80641,150.96973,26,1.5,167.6,23.17
8650000,27/9/16,Darling Point,3,3,2,516,Apartment / Unit / Flat,4190,83096,0.671,-33.87237,151.2356,10,1.5,167.6,2.51
3650000,27/9/16,Woollahra,2,4,2,169,House,7405,71500,1.231,-33.88581,151.24417,45,1.5,167.6,3.91
3610000,27/9/16,Merrylands,9,15,10,803,House,29653,25272,6.748,-33.83511,150.98511,24,1.5,167.6,21.07
1725000,27/9/16,Lilyfield,2,4,2,405,House,7616,58916,2.159,-33.87113,151.16107,37,1.5,167.6,4.57
407000,27/9/16,San Remo,1,3,1,550,House,4351,27248,2.282,-33.21474,151.52049,12,1.5,167.6,77.69
3550000,28/9/16,Hunters Hill,5,6,2,923,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95
1780000,28/9/16,Hunters Hill,2,3,1,348,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95
1050000,28/9/16,Cecil Hills,2,4,3,582,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92
710000,28/9/16,Glenfield,1,3,1,599,House,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57
680000,28/9/16,Woongarrah,2,5,2,623,House,5226,35256,5.323,-33.24015,151.47632,43,1.5,167.6,73.6
665000,28/9/16,Glendenning,1,3,1,452,House,5131,37960,3.572,-33.74778,150.8557,32,1.5,167.6,35.29
625000,28/9/16,Kariong,2,3,2,608,House,6385,36556,25.793,-33.45559,151.27311,189,1.5,167.6,45.8
560000,28/9/16,Glendenning,1,3,1,461,House,5131,37960,3.572,-33.74778,150.8557,32,1.5,167.6,35.29
11000000,29/9/16,Hunters Hill,4,4,2,1024,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95
1100000,29/9/16,Cecil Hills,3,4,2,718,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92
690000,29/9/16,Jordan Springs,2,4,2,375,House,5156,50076,3.981,-33.72309,150.73341,44,1.5,167.6,46.85
612000,29/9/16,Kariong,2,3,1,872,House,6385,36556,25.793,-33.45559,151.27311,189,1.5,167.6,45.8
4750000,30/9/16,Hunters Hill,2,3,3,429,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95
1380000,30/9/16,Lidcombe,3,5,2,313,Duplex,19627,27248,6.805,-33.86491,151.04789,28,1.5,167.6,14.99
1355000,30/9/16,Berowra,3,5,2,812,House,4721,44200,8.297,-33.62806,151.15004,194,1.5,167.6,26.88
900000,30/9/16,Long Jetty,2,3,2,1289,House,6390,28288,2.539,-33.35917,151.48543,10,1.5,167.6,61.67
545000,30/9/16,Woongarrah,2,4,2,599,House,5226,35256,5.323,-33.24015,151.47632,43,1.5,167.6,73.6
465000,30/9/16,Jordan Springs,0,0,0,513,Vacant land,5156,50076,3.981,-33.72309,150.73341,44,1.5,167.6,46.85
436500,30/9/16,Bateau Bay,1,2,1,569,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53
390000,30/9/16,San Remo,2,3,1,678,House,4351,27248,2.282,-33.21474,151.52049,12,1.5,167.6,77.69
2410000,2/10/16,St Marys,8,16,6,1170,House,12195,32760,9.696,-33.75951,150.77085,29,2,150.9,42.31
680000,2/10/16,Wetherill Park,1,3,0,561,House,6127,25688,11.214,-33.84214,150.89843,43,2,150.9,28.94
510000,2/10/16,Killarney Vale,1,4,3,556,House,7216,30108,3.018,-33.36629,151.4607,8,2,150.9,60.03
1450000,3/10/16,Elanora Heights,2,3,2,800,House,4357,44460,3.877,-33.70172,151.27318,105,2,155.2,19.05
925000,3/10/16,Panania,2,3,3,626,House,12419,34216,4.751,-33.95493,150.99524,18,2,155.2,22.21
850000,3/10/16,Padstow Heights,1,3,2,556,House,3540,34268,1.931,-33.97042,151.03352,51,2,155.2,20.06
4750000,5/10/16,Belmore,3,6,2,505,Apartment / Unit / Flat,12718,26208,2.731,-33.91942,151.08774,32,1.77,155.2,12.8
1400000,5/10/16,Lansvale,0,0,0,10000,Vacant land,2570,25376,2.893,-33.89877,150.96071,5,1.77,155.2,23.35
480000,5/10/16,Oran Park,0,0,0,540,Vacant land,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41
890000,6/10/16,Woodcroft,3,6,2,600,House,6440,40768,1.693,-33.75523,150.88065,38,1.75,159.3,32.83
759950,6/10/16,Mount Druitt,2,5,2,558,House,16726,26000,6.256,-33.76791,150.8136,48,1.75,159.3,38.24
545000,6/10/16,Wyong,1,3,1,850,House,4326,25480,11.434,-33.27889,151.43056,3,1.75,159.3,68.18
1552000,8/10/16,Lilyfield,1,3,2,148,House,7616,58916,2.159,-33.87113,151.16107,37,1.52,159.3,4.57
1350000,8/10/16,Lewisham,2,4,0,270,House,3164,48204,0.642,-33.8953,151.14668,25,1.52,159.3,6.74
775000,8/10/16,Georges Hall,1,3,2,550,House,9038,29640,3.323,-33.90761,150.98902,23,1.52,159.3,20.97
720000,8/10/16,St Clair,2,4,2,800,House,19897,38896,7.204,-33.79794,150.78794,59,1.52,159.3,39.76
2435000,9/10/16,Hunters Hill,2,4,2,700,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95
2250000,9/10/16,Harris Park,6,12,3,498,House,5799,31720,0.639,-33.82233,151.01207,28,1.5,167.6,18.92
1860000,9/10/16,Roseville Chase,2,3,2,1000,House,1616,52728,1.265,-33.77471,151.20025,64,1.5,167.6,10.07
1570000,9/10/16,Rozelle,1,2,0,139,House,8725,75764,1.834,-33.86465,151.17428,17,1.5,167.6,3.3
1292000,9/10/16,Cecil Hills,2,5,2,647,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92
1035000,9/10/16,Glen Alpine,4,6,6,726,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41
1018000,9/10/16,Greystanes,2,5,3,415,House,22802,33800,8.969,-33.82378,150.93855,62,1.5,167.6,25.53
990000,9/10/16,Fairlight,1,2,1,98,Apartment / Unit / Flat,5840,65000,1.168,-33.79412,151.27428,38,1.5,167.6,9.88
981000,9/10/16,Glen Alpine,3,4,2,874,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41
881000,9/10/16,Georges Hall,1,3,1,556,House,9038,29640,3.323,-33.90761,150.98902,23,1.5,167.6,20.97
851500,9/10/16,East Hills,2,4,1,278,House,3206,34268,1.427,-33.96119,150.98818,9,1.5,167.6,23.11
779000,9/10/16,Glen Alpine,2,4,2,900,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41
590000,9/10/16,Mount Pritchard,1,3,2,639,House,9955,24128,3.094,-33.90435,150.90114,46,1.5,167.6,28.89
560000,9/10/16,Mount Pritchard,1,3,0,676,House,9955,24128,3.094,-33.90435,150.90114,46,1.5,167.6,28.89
1850000,10/10/16,Castle Cove,1,3,2,556,House,2554,50856,2.343,-33.78592,151.21481,78,1.5,167.6,8.8
1635000,10/10/16,Haberfield,2,4,1,284,House,6457,41652,2.383,-33.87968,151.1391,21,1.5,167.6,6.75
1495000,10/10/16,Sans Souci,1,3,2,721,House,10304,37336,3.065,-33.99452,151.13524,3,1.5,167.6,15.92
847000,10/10/16,Cecil Hills,2,4,2,616,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92
800000,10/10/16,North Sydney,1,2,1,86,Apartment / Unit / Flat,7705,68744,1.471,-33.83662,151.20958,72,1.5,167.6,3.16
780000,10/10/16,Ettalong Beach,2,4,2,498,House,4793,25792,1.777,-33.51595,151.33432,6,1.5,167.6,40.41
745000,10/10/16,Claremont Meadows,2,4,2,550,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,167.6,43.49
723000,10/10/16,Avoca Beach,2,4,0,780,House,4584,39728,4.442,-33.46746,151.42812,0,1.5,167.6,48.53
384000,10/10/16,Bateau Bay,1,3,1,288,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53
4235000,11/10/16,Middle Cove,7,6,2,1151,House,1340,53404,1.036,-33.79242,151.21235,59,1.5,167.6,8.07
1100000,11/10/16,Cecil Hills,3,4,2,835,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92
390000,11/10/16,San Remo,1,3,2,550,House,4351,27248,2.282,-33.21474,151.52049,12,1.5,167.6,77.69
2030000,12/10/16,Caringbah South,3,4,2,450,House,12242,42172,4.092,-34.05314,151.1205,52,1.5,172.7,22.43
1425000,12/10/16,Arncliffe,2,3,1,241,House,10590,32708,2.943,-33.93868,151.14572,32,1.5,172.7,10.09
1270000,12/10/16,Greenacre,3,4,4,607,House,24373,22672,7.405,-33.8989,151.05729,37,1.5,172.7,14.61
1035000,12/10/16,Greenacre,3,4,2,361,Semi-Detached,24373,22672,7.405,-33.8989,151.05729,37,1.5,172.7,14.61
1000000,12/10/16,Greenacre,1,2,4,613,House,24373,22672,7.405,-33.8989,151.05729,37,1.5,172.7,14.61
970000,12/10/16,Manly Vale,2,2,1,99,Apartment / Unit / Flat,6160,48620,1.905,-33.78215,151.26601,31,1.5,172.7,10.57
940000,12/10/16,Greenacre,2,3,3,581,House,24373,22672,7.405,-33.8989,151.05729,37,1.5,172.7,14.61
891000,12/10/16,Greenacre,1,3,2,505,House,24373,22672,7.405,-33.8989,151.05729,37,1.5,172.7,14.61
3200000,13/10/16,Clareville,2,3,3,917,House,742,57148,0.504,-33.63655,151.31075,50,1.5,167.6,27.02
2120000,13/10/16,Freshwater,2,4,1,404,House,8866,57044,1.782,-33.77603,151.28481,18,1.5,167.6,12.07
1350000,13/10/16,Henley,1,3,1,113,Apartment / Unit / Flat,469,57928,0.273,-33.84211,151.13803,8,1.5,167.6,7.12
860000,13/10/16,Berowra,1,2,1,657,House,4721,44200,8.297,-33.62806,151.15004,194,1.5,167.6,26.88
630000,13/10/16,Colebee,0,0,0,450,Vacant land,1931,56368,3.476,-33.72449,150.85843,38,1.5,167.6,36.09
405000,13/10/16,Edmondson Park,0,0,0,319,Vacant land,2271,42640,6.946,-33.96407,150.85104,64,1.5,167.6,34.95
3500000,14/10/16,Forresters Beach,5,5,4,746,House,2900,35932,2.768,-33.40857,151.46938,47,1.5,167.6,56.07
1498283,14/10/16,Earlwood,1,3,1,569,House,17741,35412,5.609,-33.92492,151.13127,33,1.5,167.6,9.84
1420000,14/10/16,Mannering Park,4,5,6,630,House,2472,28964,7.129,-33.16376,151.5404,7,1.5,167.6,83.63
1380000,14/10/16,Lewisham,3,4,0,159,House,3164,48204,0.642,-33.8953,151.14668,25,1.5,167.6,6.74
660000,14/10/16,Bateau Bay,2,4,2,733,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53
515000,14/10/16,Edmondson Park,0,0,0,450,Vacant land,2271,42640,6.946,-33.96407,150.85104,64,1.5,167.6,34.95
457500,14/10/16,San Remo,1,3,1,688,House,4351,27248,2.282,-33.21474,151.52049,12,1.5,167.6,77.69
361000,14/10/16,San Remo,1,3,2,556,House,4351,27248,2.282,-33.21474,151.52049,12,1.5,167.6,77.69
2520000,15/10/16,Haberfield,1,4,4,696,House,6457,41652,2.383,-33.87968,151.1391,21,1.5,167.6,6.75
